Mission_ID,Mission_Name,year,Space_Era,Rocket,Country,Agency,Agency_Type,Commercial_Mission,Mission_Type,Payload_Type,Payload_Mass_kg,orbit,destination,Launch_Site,Launch_Success,Mission_Success,Failure_Reason,Booster_Landing,reusable,crewed,Crew_Count,Mission_Cost_USD_M,Cost_Per_kg,AI_Assisted,AI_Role,Cost_Efficiency,Mission_Complexity,Agency_Success_Rate
M1084,USSR_Soyuz_L1971_016,1971,Cold War,Soyuz,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,1282.0,LEO,LEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,71.9,56084,0,No AI Used in Mission,17.83,2.0010000000000003,0.8824034334763948
M1085,USA_DeltaIV_L1971_002,1971,Cold War,Delta IV,USA,USA,Government,0,Weather Satellite,Weather Satellite,6823.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,75.1,11006,0,No AI Used in Mission,90.85,7.574,0.9441147378832839
M1086,USSR_Soyuz_L1971_046,1971,Cold War,Soyuz,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,7445.0,GEO,GEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,106.2,14264,0,No AI Used in Mission,70.1,8.507,0.8824034334763948
M1087,USA_AtlasV_L1971_022,1971,Cold War,Atlas V,USA,USA,Private,1,Weather Satellite,Weather Satellite,2498.0,Polar,Polar,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,127.3,50960,0,No AI Used in Mission,19.62,3.771,0.9441147378832839
M1088,USA_DeltaII_L1971_029,1971,Cold War,Delta II,USA,USA,Government,0,Comm Satellite,Comm Satellite,5513.0,GEO,GEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,153.3,27807,0,No AI Used in Mission,35.96,7.046,0.9441147378832839
M1089,USSR_Cosmos-3M_L1971_058,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Military Sat,Military Sat,1475.0,LEO,LEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,154.6,104813,0,No AI Used in Mission,9.54,3.021,0.8824034334763948
M1090,USA_DeltaII_L1971_011,1971,Cold War,Delta II,USA,USA,Private,1,Comm Satellite,Comm Satellite,2809.0,GEO,GEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,187.9,66892,0,No AI Used in Mission,14.95,4.688000000000001,0.9441147378832839
M1091,USSR_Zenit_L1971_076,1971,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,1596.0,TLI,TLI,Baikonur LC-81,1,1,No Failure,0,0,0,0,271.0,169799,0,No AI Used in Mission,5.89,4.306,0.8824034334763948
M1092,USA_AtlasV_L1971_010,1971,Cold War,Atlas V,USA,USA,Private,1,Resupply,Resupply,6679.0,TLI,TLI,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,75.0,11229,0,No AI Used in Mission,89.05,7.429,0.9441147378832839
M1093,USA_DeltaIV_L1971_014,1971,Cold War,Delta IV,USA,USA,Government,0,Crew Module,Crew Module,5042.0,MEO,MEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,125.4,24871,0,No AI Used in Mission,40.21,6.295999999999999,0.9441147378832839
M1094,USSR_Zenit_L1971_007,1971,Cold War,Zenit,USSR,USSR,Government,0,Technology Demo,Technology Demo,520.0,SSO,SSO,Baikonur LC-81,1,1,No Failure,0,0,0,0,203.3,390961,0,No AI Used in Mission,2.56,2.553,0.8824034334763948
M1095,USSR_Cosmos-3M_L1971_025,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Science Probe,Science Probe,1127.0,Polar,Polar,Baikonur Site 1,1,1,No Failure,0,0,0,0,193.3,171517,0,No AI Used in Mission,5.83,3.06,0.8824034334763948
M1096,USSR_Proton_L1971_045,1971,Cold War,Proton,USSR,USSR,Government,0,Resupply,Resupply,4107.0,LEO,LEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,184.2,44850,0,No AI Used in Mission,22.3,5.949,0.8824034334763948
M1097,USSR_Cosmos-3M_L1971_011,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Military Sat,Military Sat,1888.0,HEO,HEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,149.0,78919,0,No AI Used in Mission,12.67,3.378,0.8824034334763948
M1098,USSR_Zenit_L1971_041,1971,Cold War,Zenit,USSR,USSR,Government,0,Science Probe,Science Probe,1935.0,GEO,GEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,176.6,91266,0,No AI Used in Mission,10.96,3.701,0.8824034334763948
M1099,USSR_Proton_L1971_020,1971,Cold War,Proton,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,3699.0,LEO,LEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,108.0,29197,0,No AI Used in Mission,34.25,4.779,0.8824034334763948
M1100,USSR_Soyuz_L1971_021,1971,Cold War,Soyuz,USSR,USSR,Government,0,Earth Observation,Earth Observation,1102.0,Polar,Polar,Baikonur Site 1,1,1,No Failure,0,0,0,0,125.2,113611,0,No AI Used in Mission,8.8,2.354,0.8824034334763948
M1101,USSR_Proton_L1971_068,1971,Cold War,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,6866.0,LEO,LEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,101.1,14724,0,No AI Used in Mission,67.91,7.877,0.8824034334763948
M1102,USSR_Zenit_L1971_053,1971,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,883.0,TLI,TLI,Baikonur Site 1,1,1,No Failure,0,0,0,0,163.9,185617,0,No AI Used in Mission,5.39,2.5220000000000002,0.8824034334763948
M1103,USA_Antares_L1971_019,1971,Cold War,Antares,USA,USA,Government,0,Military Sat,Military Sat,240.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,249.5,1039583,0,No AI Used in Mission,0.96,2.7350000000000003,0.9441147378832839
M1104,USSR_Proton_L1971_040,1971,Cold War,Proton,USSR,USSR,Government,0,Science Probe,Science Probe,1055.0,HEO,HEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,79.6,75450,0,No AI Used in Mission,13.25,1.851,0.8824034334763948
M1105,USA_Falcon9_L1971_024,1971,Cold War,Falcon 9,USA,USA,Private,1,Weather Satellite,Weather Satellite,6905.0,SSO,SSO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,118.6,17176,0,No AI Used in Mission,58.22,8.091000000000001,0.9441147378832839
M1106,USA_Antares_L1971_025,1971,Cold War,Antares,USA,USA,Private,1,Military Sat,Military Sat,1065.0,MEO,MEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,160.4,150610,0,No AI Used in Mission,6.64,2.669,0.9441147378832839
M1107,USSR_Soyuz_L1971_029,1971,Cold War,Soyuz,USSR,USSR,Government,0,Crew Module,Crew Module,223.0,SSO,SSO,Baikonur LC-81,1,1,No Failure,0,0,0,0,114.6,513901,0,No AI Used in Mission,1.95,1.369,0.8824034334763948
M1108,USA_NewGlenn_L1971_015,1971,Cold War,New Glenn,USA,USA,Government,0,Comm Satellite,Comm Satellite,7538.0,GTO,GTO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,144.0,19103,0,No AI Used in Mission,52.35,8.978,0.9441147378832839
M1109,USSR_Soyuz_L1971_054,1971,Cold War,Soyuz,USSR,USSR,Government,0,Military Sat,Military Sat,265.0,SSO,SSO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,63.2,238490,0,No AI Used in Mission,4.19,0.897,0.8824034334763948
M1110,USSR_Proton_L1971_067,1971,Cold War,Proton,USSR,USSR,Government,0,Resupply,Resupply,5905.0,SSO,SSO,Baikonur LC-81,1,1,No Failure,0,0,0,0,111.4,18865,0,No AI Used in Mission,53.01,7.019,0.8824034334763948
M1111,USA_DeltaII_L1971_020,1971,Cold War,Delta II,USA,USA,Government,0,Technology Demo,Technology Demo,2897.0,GEO,GEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,196.0,67656,0,No AI Used in Mission,14.78,4.856999999999999,0.9441147378832839
M1112,USA_NewGlenn_L1971_007,1971,Cold War,New Glenn,USA,USA,Private,1,Earth Observation,Earth Observation,6705.0,HEO,HEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,107.1,15973,0,No AI Used in Mission,62.61,7.776,0.9441147378832839
M1113,USSR_Soyuz_L1971_022,1971,Cold War,Soyuz,USSR,USSR,Government,0,Science Probe,Science Probe,7536.0,TLI,TLI,Baikonur LC-81,1,1,No Failure,0,0,0,0,53.2,7059,0,No AI Used in Mission,141.65,8.068,0.8824034334763948
M1114,USSR_Molniya_L1971_043,1971,Cold War,Molniya,USSR,USSR,Government,0,Technology Demo,Technology Demo,269.0,GEO,GEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,241.9,899256,0,No AI Used in Mission,1.11,2.688,0.8824034334763948
M1115,USA_FalconHeavy_L1971_028,1971,Cold War,Falcon Heavy,USA,USA,Private,1,Crew Module,Crew Module,3734.0,GEO,GEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,87.7,23486,0,No AI Used in Mission,42.58,4.611,0.9441147378832839
M1116,USSR_Cosmos-3M_L1971_004,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Military Sat,Military Sat,814.0,ISS,ISS,Baikonur LC-81,1,1,No Failure,0,0,0,0,101.9,125184,0,No AI Used in Mission,7.99,1.8330000000000002,0.8824034334763948
M1117,USA_Falcon9_L1971_021,1971,Cold War,Falcon 9,USA,USA,Private,1,Crew Module,Crew Module,7260.0,MEO,MEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,89.5,12327,0,No AI Used in Mission,81.12,8.155,0.9441147378832839
M1118,USSR_Cosmos-3M_L1971_056,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Science Probe,Science Probe,1676.0,GEO,GEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,218.0,130071,0,No AI Used in Mission,7.69,3.856,0.8824034334763948
M1119,USA_DeltaIV_L1971_013,1971,Cold War,Delta IV,USA,USA,Private,1,Crew Module,Crew Module,1823.0,TLI,TLI,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,110.5,60614,0,No AI Used in Mission,16.5,2.928,0.9441147378832839
M1120,USSR_Zenit_L1971_059,1971,Cold War,Zenit,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7871.0,GTO,GTO,Baikonur Site 1,1,1,No Failure,0,0,0,0,217.0,27569,0,No AI Used in Mission,36.27,10.041,0.8824034334763948
M1121,USSR_Proton_L1971_034,1971,Cold War,Proton,USSR,USSR,Government,0,Earth Observation,Earth Observation,6328.0,Polar,Polar,Plesetsk LC-132,1,1,No Failure,0,0,0,0,182.6,28855,0,No AI Used in Mission,34.65,8.154,0.8824034334763948
M1122,USSR_Soyuz_L1971_055,1971,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,7361.0,SSO,SSO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,95.5,12973,0,No AI Used in Mission,77.08,8.315999999999999,0.8824034334763948
M1123,USSR_Zenit_L1971_066,1971,Cold War,Zenit,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7927.0,LEO,LEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,139.1,17547,0,No AI Used in Mission,56.99,9.318,0.8824034334763948
M1124,USSR_Zenit_L1971_080,1971,Cold War,Zenit,USSR,USSR,Government,0,Resupply,Resupply,407.0,GEO,GEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,129.7,318673,0,No AI Used in Mission,3.14,1.704,0.8824034334763948
M1125,USSR_Zenit_L1971_006,1971,Cold War,Zenit,USSR,USSR,Government,0,Technology Demo,Technology Demo,7183.0,HEO,HEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,108.6,15119,0,No AI Used in Mission,66.14,8.269,0.8824034334763948
M1126,USSR_Zenit_L1971_078,1971,Cold War,Zenit,USSR,USSR,Government,0,Resupply,Resupply,2092.0,MEO,MEO,Plesetsk LC-132,0,0,Range Safety,0,0,0,0,93.2,44550,0,No AI Used in Mission,22.45,3.024,0.8824034334763948
M1127,USSR_Proton_L1971_001,1971,Cold War,Proton,USSR,USSR,Government,0,Military Sat,Military Sat,6029.0,GTO,GTO,Baikonur LC-81,1,1,No Failure,0,0,0,0,125.3,20782,0,No AI Used in Mission,48.12,7.282,0.8824034334763948
M1128,USSR_Proton_L1971_070,1971,Cold War,Proton,USSR,USSR,Government,0,Resupply,Resupply,3256.0,Polar,Polar,Baikonur LC-81,1,1,No Failure,0,0,0,0,94.6,29054,0,No AI Used in Mission,34.42,4.202,0.8824034334763948
M1129,USSR_Molniya_L1971_027,1971,Cold War,Molniya,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,3339.0,MEO,MEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,124.3,37226,0,No AI Used in Mission,26.86,4.582,0.8824034334763948
M1130,USSR_Cosmos-3M_L1971_038,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,3413.0,LEO,LEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,104.8,30706,0,No AI Used in Mission,32.57,4.461,0.8824034334763948
M1131,USSR_Molniya_L1971_062,1971,Cold War,Molniya,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,3061.0,MEO,MEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,199.0,65011,0,No AI Used in Mission,15.38,5.051,0.8824034334763948
M1132,USSR_Cosmos-3M_L1971_069,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,3081.0,GTO,GTO,Baikonur LC-81,1,1,No Failure,0,0,0,0,118.0,38299,0,No AI Used in Mission,26.11,4.261,0.8824034334763948
M1133,USSR_Soyuz_L1971_002,1971,Cold War,Soyuz,USSR,USSR,Government,0,Science Probe,Science Probe,4155.0,GTO,GTO,Baikonur Site 1,1,1,No Failure,0,0,0,0,160.4,38604,0,No AI Used in Mission,25.9,5.759,0.8824034334763948
M1134,USSR_Cosmos-3M_L1971_032,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,3244.0,LEO,LEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,52.3,16122,0,No AI Used in Mission,62.03,3.7670000000000003,0.8824034334763948
M1135,USSR_Proton_L1971_010,1971,Cold War,Proton,USSR,USSR,Government,0,Earth Observation,Earth Observation,2297.0,HEO,HEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,211.0,91858,0,No AI Used in Mission,10.89,4.407,0.8824034334763948
M1136,USSR_Cosmos-3M_L1971_015,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Military Sat,Military Sat,1324.0,GEO,GEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,204.7,154607,0,No AI Used in Mission,6.47,3.3709999999999996,0.8824034334763948
M1137,USSR_Cosmos-3M_L1971_063,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,6942.0,TLI,TLI,Plesetsk LC-132,0,0,Engine Failure,0,0,0,0,76.6,11034,0,No AI Used in Mission,90.63,7.708,0.8824034334763948
M1138,USA_AtlasV_L1971_026,1971,Cold War,Atlas V,USA,USA,Government,0,Technology Demo,Technology Demo,3665.0,GEO,GEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,75.9,20709,0,No AI Used in Mission,48.29,4.424,0.9441147378832839
M1139,USSR_Soyuz_L1971_035,1971,Cold War,Soyuz,USSR,USSR,Government,0,Science Probe,Science Probe,1477.0,HEO,HEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,78.6,53216,0,No AI Used in Mission,18.79,2.263,0.8824034334763948
M1140,USSR_Soyuz_L1971_042,1971,Cold War,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,896.0,SSO,SSO,Baikonur LC-81,1,1,No Failure,0,0,0,0,215.5,240513,0,No AI Used in Mission,4.16,3.0509999999999997,0.8824034334763948
M1141,USSR_Soyuz_L1971_082,1971,Cold War,Soyuz,USSR,USSR,Government,0,Science Probe,Science Probe,7859.0,HEO,HEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,57.4,7303,0,No AI Used in Mission,136.92,8.433,0.8824034334763948
M1142,USSR_Cosmos-3M_L1971_071,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Science Probe,Science Probe,917.0,HEO,HEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,133.5,145583,0,No AI Used in Mission,6.87,2.252,0.8824034334763948
M1143,USSR_Molniya_L1971_024,1971,Cold War,Molniya,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7259.0,GEO,GEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,153.3,21118,0,No AI Used in Mission,47.35,8.792,0.8824034334763948
M1144,USSR_Cosmos-3M_L1971_074,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Crew Module,Crew Module,6607.0,LEO,LEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,82.1,12426,0,No AI Used in Mission,80.48,7.428,0.8824034334763948
M1145,USA_Falcon9_L1971_009,1971,Cold War,Falcon 9,USA,USA,Private,1,Technology Demo,Technology Demo,5007.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,131.8,26323,0,No AI Used in Mission,37.99,6.324999999999999,0.9441147378832839
M1146,USSR_Soyuz_L1971_008,1971,Cold War,Soyuz,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,4579.0,SSO,SSO,Baikonur LC-81,1,1,No Failure,0,0,0,0,88.0,19218,0,No AI Used in Mission,52.03,5.459,0.8824034334763948
M1147,USA_FalconHeavy_L1971_008,1971,Cold War,Falcon Heavy,USA,USA,Government,0,Resupply,Resupply,3716.0,GEO,GEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,83.3,22416,0,No AI Used in Mission,44.61,4.549,0.9441147378832839
M1148,USSR_Molniya_L1971_005,1971,Cold War,Molniya,USSR,USSR,Government,0,Earth Observation,Earth Observation,229.0,SSO,SSO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,70.2,306550,0,No AI Used in Mission,3.26,0.931,0.8824034334763948
M1149,USA_DeltaII_L1971_023,1971,Cold War,Delta II,USA,USA,Government,0,Navigation Sat,Navigation Sat,5602.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,195.6,34916,0,No AI Used in Mission,28.64,7.558,0.9441147378832839
M1150,USSR_Cosmos-3M_L1971_077,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,1255.0,LEO,LEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,186.4,148525,0,No AI Used in Mission,6.73,3.1189999999999998,0.8824034334763948
M1151,USSR_Molniya_L1971_003,1971,Cold War,Molniya,USSR,USSR,Government,0,Technology Demo,Technology Demo,572.0,MEO,MEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,143.9,251573,0,No AI Used in Mission,3.97,2.011,0.8824034334763948
M1152,USA_DeltaIV_L1971_006,1971,Cold War,Delta IV,USA,USA,Private,1,Technology Demo,Technology Demo,1616.0,SSO,SSO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,113.3,70111,0,No AI Used in Mission,14.26,2.749,0.9441147378832839
M1153,USSR_Proton_L1971_026,1971,Cold War,Proton,USSR,USSR,Government,0,Resupply,Resupply,3088.0,MEO,MEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,104.4,33808,0,No AI Used in Mission,29.58,4.132,0.8824034334763948
M1154,USA_Falcon9_L1971_018,1971,Cold War,Falcon 9,USA,USA,Government,0,Earth Observation,Earth Observation,1061.0,LEO,LEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,259.4,244486,0,No AI Used in Mission,4.09,3.655,0.9441147378832839
M1155,USSR_Cosmos-3M_L1971_044,1971,Cold War,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,5956.0,TLI,TLI,Baikonur Site 1,1,1,No Failure,0,0,0,0,143.9,24160,0,No AI Used in Mission,41.39,7.3950000000000005,0.8824034334763948
M1156,USA_DeltaIV_L1971_012,1971,Cold War,Delta IV,USA,USA,Government,0,Navigation Sat,Navigation Sat,4519.0,HEO,HEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,98.8,21863,0,No AI Used in Mission,45.74,5.507,0.9441147378832839
M1157,USA_DeltaII_L1971_004,1971,Cold War,Delta II,USA,USA,Government,0,Navigation Sat,Navigation Sat,441.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,90.4,204988,0,No AI Used in Mission,4.88,1.345,0.9441147378832839
M1158,USSR_Molniya_L1971_057,1971,Cold War,Molniya,USSR,USSR,Government,0,Crew Module,Crew Module,3005.0,GEO,GEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,207.6,69084,0,No AI Used in Mission,14.47,5.0809999999999995,0.8824034334763948
M1159,USSR_Proton_L1971_081,1971,Cold War,Proton,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,2632.0,SSO,SSO,Baikonur LC-81,1,1,No Failure,0,0,0,0,112.3,42667,0,No AI Used in Mission,23.44,3.755,0.8824034334763948
M1160,USSR_Proton_L1971_028,1971,Cold War,Proton,USSR,USSR,Government,0,Science Probe,Science Probe,4959.0,GTO,GTO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,171.1,34502,0,No AI Used in Mission,28.98,6.67,0.8824034334763948
M1161,USA_AtlasV_L1971_005,1971,Cold War,Atlas V,USA,USA,Private,1,Crew Module,Crew Module,6000.0,GEO,GEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,124.3,20716,0,No AI Used in Mission,48.27,7.243,0.9441147378832839
M1162,USSR_Soyuz_L1971_036,1971,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,5769.0,GTO,GTO,Baikonur LC-81,1,1,No Failure,0,0,0,0,196.2,34009,0,No AI Used in Mission,29.4,7.731,0.8824034334763948
M1163,USSR_Zenit_L1971_064,1971,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,5640.0,MEO,MEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,268.9,47677,0,No AI Used in Mission,20.97,8.328999999999999,0.8824034334763948
M1164,USSR_Soyuz_L1972_017,1972,Cold War,Soyuz,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,2705.0,LEO,LEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,57.5,21256,0,No AI Used in Mission,47.04,3.2800000000000002,0.8824034334763948
M1165,USSR_Molniya_L1972_016,1972,Cold War,Molniya,USSR,USSR,Government,0,Technology Demo,Technology Demo,729.0,Polar,Polar,Baikonur LC-81,1,1,No Failure,0,0,0,0,122.3,167764,0,No AI Used in Mission,5.96,1.952,0.8824034334763948
M1166,USSR_Cosmos-3M_L1972_034,1972,Cold War,Cosmos-3M,USSR,USSR,Government,0,Science Probe,Science Probe,4000.0,GTO,GTO,Baikonur LC-81,1,1,No Failure,0,0,0,0,118.1,29525,0,No AI Used in Mission,33.87,5.181,0.8824034334763948
M1167,USSR_Soyuz_L1972_068,1972,Cold War,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,6837.0,TLI,TLI,Plesetsk LC-132,1,1,No Failure,0,0,0,0,140.9,20608,0,No AI Used in Mission,48.52,8.246,0.8824034334763948
M1168,USA_Falcon9_L1972_024,1972,Cold War,Falcon 9,USA,USA,Government,0,Military Sat,Military Sat,6745.0,ISS,ISS,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,91.0,13491,0,No AI Used in Mission,74.12,7.655,0.9441147378832839
M1169,USA_NewGlenn_L1972_008,1972,Cold War,New Glenn,USA,USA,Government,0,Crew Module,Crew Module,7899.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,115.4,14609,0,No AI Used in Mission,68.45,9.053,0.9441147378832839
M1170,USSR_Proton_L1972_045,1972,Cold War,Proton,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,5353.0,GEO,GEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,149.2,27872,0,No AI Used in Mission,35.88,6.845,0.8824034334763948
M1171,USSR_Molniya_L1972_029,1972,Cold War,Molniya,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,6799.0,HEO,HEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,151.1,22223,0,No AI Used in Mission,45.0,8.31,0.8824034334763948
M1172,USSR_Zenit_L1972_008,1972,Cold War,Zenit,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,4503.0,HEO,HEO,Baikonur LC-81,1,1,No Failure,0,0,0,0,160.2,35576,0,No AI Used in Mission,28.11,6.105,0.8824034334763948
M1173,USSR_Cosmos-3M_L1972_022,1972,Cold War,Cosmos-3M,USSR,USSR,Government,0,Earth Observation,Earth Observation,3279.0,ISS,ISS,Plesetsk LC-132,0,0,Range Safety,0,0,0,0,217.6,66361,0,No AI Used in Mission,15.07,5.455,0.8824034334763948
M1174,USSR_Proton_L1972_004,1972,Cold War,Proton,USSR,USSR,Government,0,Technology Demo,Technology Demo,5982.0,TLI,TLI,Plesetsk LC-132,1,1,No Failure,0,0,0,0,174.1,29104,0,No AI Used in Mission,34.36,7.723,0.8824034334763948
M1175,USA_DeltaII_L1972_023,1972,Cold War,Delta II,USA,USA,Government,0,Science Probe,Science Probe,7773.0,HEO,HEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,82.7,10639,0,No AI Used in Mission,93.99,8.6,0.9441147378832839
M1176,USSR_Proton_L1972_071,1972,Cold War,Proton,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,2499.0,MEO,MEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,234.8,93957,0,No AI Used in Mission,10.64,4.847,0.8824034334763948
M1177,USSR_Proton_L1972_021,1972,Cold War,Proton,USSR,USSR,Government,0,Earth Observation,Earth Observation,3610.0,HEO,HEO,Plesetsk LC-132,1,1,No Failure,0,0,0,0,125.3,34709,0,No AI Used in Mission,28.81,4.8629999999999995,0.8824034334763948
M1178,USA_Falcon9_L1972_001,1972,Cold War,Falcon 9,USA,USA,Government,0,Technology Demo,Technology Demo,7548.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,133.8,17726,0,No AI Used in Mission,56.41,8.886,0.9441147378832839
M1179,USSR_Cosmos-3M_L1972_048,1972,Cold War,Cosmos-3M,USSR,USSR,Government,0,Science Probe,Science Probe,1241.0,GEO,GEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,154.1,124174,0,No AI Used in Mission,8.05,2.782,0.8824034334763948
M1180,USSR_Cosmos-3M_L1972_040,1972,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,441.0,GEO,GEO,Baikonur Site 1,1,1,No Failure,0,0,0,0,145.5,329932,0,No AI Used in Mission,3.03,1.8960000000000001,0.8824034334763948
M1181,USA_FalconHeavy_L1972_025,1972,Cold War,Falcon Heavy,USA,USA,Government,0,Weather Satellite,Weather Satellite,4467.0,GTO,GTO,Cape Canaveral LC-41,0,0,Range Safety,0,0,0,0,79.0,17685,0,No AI Used in Mission,56.54,5.257,0.9441147378832839
M1182,USA_FalconHeavy_L1972_027,1972,Cold War,Falcon Heavy,USA,USA,Private,1,Technology Demo,Technology Demo,3914.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,157.0,40112,0,No AI Used in Mission,24.93,5.484,0.9441147378832839
M1183,USA_Falcon9_L1972_026,1972,Cold War,Falcon 9,USA,USA,Government,0,Technology Demo,Technology Demo,6193.0,MEO,MEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,211.7,34183,0,No AI Used in Mission,29.25,8.309999999999999,0.9441147378832839
